loan_amount,person_income,credit_score,debt_to_income_ratio,employment_length,previous_defaults,default
1334,11096,618,0.1382,6,0,0
4512,10229,582,0.5335,3,1,0
4837,10000,544,0.5493,18,0,0
874,21479,535,0.4693,10,0,0
9320,10000,636,0.1386,2,0,0
4092,10000,664,0.3163,2,0,0
3407,22903,659,0.5358,10,0,0
26666,74887,689,0.2648,1,0,0
5812,24583,685,0.2205,5,0,0
4486,10000,572,0.1349,4,0,0
889,11078,615,0.6677,8,0,0
1879,10000,490,0.2523,5,0,0
35726,51566,675,0.2099,10,0,0
3785,10000,606,0.4814,5,0,0
21132,15747,636,0.2542,7,0,0
1885,14111,764,0.2307,3,0,0
7055,36446,692,0.2282,6,0,0
5642,29154,689,0.1792,5,0,0
7914,10000,618,0.304,1,0,0
164937,100357,638,0.3874,9,0,0
5033,10000,713,0.0668,3,0,0
7643,11137,570,0.6689,12,0,1
2098,10000,534,0.1501,4,0,0
6225,10000,683,0.2559,3,1,0
77490,10000,659,0.0986,6,0,1
7733,23255,603,0.5353,4,0,0
3957,12115,596,0.202,4,0,0
20522,20358,617,0.4094,4,0,0
12055,11995,677,0.3891,7,0,0
6540,13799,592,0.223,2,0,0
167408,208335,680,0.198,3,0,0
9815,10000,615,0.3822,4,0,0
1777,10000,638,0.1888,1,0,0
20322,10000,608,0.4584,4,1,1
6584,10000,660,0.2167,2,1,0
167394,219713,635,0.2905,7,0,0
17533,61330,632,0.0712,5,0,0
1992,26013,599,0.3179,2,0,0
5044,10000,655,0.3313,6,0,0
18540,22892,534,0.2176,4,0,0
46406,84509,736,0.7049,3,0,0
6251,10000,585,0.5241,6,0,0
1317,27293,724,0.1764,5,0,0
14152,36446,564,0.3965,5,0,0
597777,64641,649,0.3472,14,0,1
4111,10000,574,0.2371,2,0,0
4284,21964,709,0.6257,7,0,0
12108,80775,655,0.274,9,0,0
9645,10000,575,0.2011,5,0,0
6710,13400,566,0.3802,3,0,0
2945,10000,617,0.6137,2,0,0
957,10000,577,0.1427,4,0,0
2673,22641,592,0.287,4,0,0
3113,13345,581,0.0518,3,0,0
8052,10000,618,0.4118,2,0,0
4593,18267,663,0.2275,3,0,0
20592,62246,548,0.3046,3,0,0
17085,10000,522,0.2197,3,0,0
2190,10000,692,0.074,4,0,0
7301,16307,536,0.6097,5,0,1
5044,10000,548,0.0917,5,0,0
2783,10000,631,0.2711,3,0,0
8529,23637,616,0.7106,6,0,0
10416,10000,583,0.5031,4,0,0
2917,10000,642,0.1681,0,0,0
6034,45980,604,0.2785,4,0,0
4129,10000,582,0.2744,4,2,1
11209,70121,618,0.1232,6,0,0
6848,19814,670,0.5914,7,0,0
920,10000,581,0.3356,4,0,0
4502,10000,627,0.2359,6,0,0
9831,26501,590,0.2492,6,0,0
30698,33362,724,0.1837,3,0,0
11673,17705,610,0.1358,3,0,0
8977,36136,559,0.2892,1,0,0
2168,15593,667,0.36,3,0,0
1453,10000,587,0.3669,11,0,0
5413,24885,597,0.2424,3,0,0
7617,14688,636,0.4803,4,0,0
19764,26467,632,0.161,2,0,0
12902,12267,618,0.1669,1,0,0
9828,31007,683,0.2907,7,0,0
3575,15472,589,0.1341,6,0,0
2712,10000,579,0.3769,7,0,0
10555,11675,659,0.5255,12,0,0
2553,20647,660,0.2071,1,0,0
9685,25205,622,0.2124,4,0,0
43261,125592,638,0.5222,6,2,0
11269,35891,631,0.1238,0,0,0
1304,10000,670,0.2619,4,0,0
4415,11720,601,0.4243,10,0,0
7083,16493,680,0.127,3,0,0
10194,16143,616,0.1202,2,0,0
3077,10000,609,0.1896,2,0,0
4403,10000,602,0.4452,8,0,0
5549,10000,555,0.2465,5,0,0
15075,64712,662,0.5728,2,0,0
1975,26534,691,0.2112,5,0,0
1780,10000,683,0.4908,2,0,0
7318,36419,617,0.327,2,2,0
14652,17590,610,0.5933,3,0,0
11866,15816,587,0.0568,2,0,0
7872,10000,511,0.1146,2,0,0
5720,19326,588,0.389,7,1,0
14441,43076,680,0.0523,3,1,0
15435,46278,601,0.3523,4,0,0
22150,40700,665,0.2709,2,0,0
4842,22839,623,0.5535,4,0,0
717,10000,709,0.474,15,0,0
3434,10000,644,0.0571,6,0,0
16385,24823,638,0.5353,4,0,0
13258,63341,660,0.4512,2,0,0
1820,14871,679,0.4158,3,0,0
3273,17653,561,0.1657,6,0,0
1082,13404,673,0.1467,6,0,0
2951,10000,566,0.0859,1,1,0
8641,10000,568,0.3856,1,0,0
4757,42537,702,0.2521,1,0,0
16494,23920,624,0.2603,12,0,0
5117,10000,670,0.1991,4,0,0
2518,20020,552,0.164,3,0,0
10355,10000,624,0.1775,5,0,0
7515,10000,540,0.1839,5,0,0
10551,14104,590,0.3238,6,0,0
4315,22662,616,0.2571,2,2,0
3730,10000,606,0.2751,3,0,0
6323,10000,611,0.1315,4,0,0
13967,28742,633,0.2576,4,0,0
30478,21078,629,0.1375,3,0,0
11550,10000,581,0.3752,5,0,0
109221,59584,636,0.3303,8,0,0
7801,17670,561,0.2917,11,0,0
1377,10000,578,0.1819,8,0,0
2895,10000,575,0.2563,0,0,0
4461,10000,542,0.3246,8,0,0
5093,39770,662,0.3878,3,0,0
839,10000,556,0.4502,6,0,0
11094,23305,653,0.3411,6,0,0
11580,13241,548,0.1649,4,0,0
16430,10000,586,0.048,4,0,0
8779,24302,649,0.2968,3,0,0
4430,10000,538,0.3623,1,0,0
5087,10000,636,0.218,4,0,0
18126,12581,638,0.2159,3,0,0
1848,11919,615,0.359,0,0,0
25669,75735,696,0.5494,8,0,0
890,10000,586,0.0608,4,0,0
629,10000,579,0.4077,10,0,0
13829,37834,591,0.3665,2,0,0
584142,134732,603,0.1787,7,0,0
7331,20937,579,0.2981,4,0,0
8483,18123,597,0.2702,2,0,0
7307,25401,634,0.2886,5,0,0
2276,10000,524,0.2124,4,0,0
4216,10000,532,0.358,5,0,0
22111,79025,635,0.2328,4,0,0
16927,10000,631,0.613,4,0,0
15058,69585,555,0.4597,2,0,0
2671,21688,610,0.6675,4,0,0
18050,10000,590,0.7237,4,0,1
14387,10000,638,0.3021,3,0,1
1664,10000,698,0.4193,6,1,0
972,10000,588,0.0784,6,0,0
2108,10000,622,0.1693,7,0,0
5435,41888,538,0.3149,4,0,0
2222,10000,539,0.3377,4,0,0
6965,10000,626,0.624,2,0,0
770,10000,613,0.1104,3,0,0
19362,73037,636,0.5292,4,0,0
3522,10000,571,0.0553,6,0,0
93121,17273,611,0.3027,7,0,0
12219,10000,684,0.1567,7,0,0
3625,20086,602,0.3511,0,0,0
64574,71110,614,0.4044,4,0,0
7937,33320,594,0.0668,2,0,0
2387,18996,659,0.5806,7,0,0
2827,26407,597,0.0893,3,0,0
3222,11022,527,0.511,6,0,0
11554,22589,696,0.1755,4,0,0
298740,56233,678,0.2262,5,0,1
1430,34195,700,0.2863,4,0,0
3355,26361,691,0.2225,5,0,0
5575,10000,615,0.2593,4,0,0
1528,10000,608,0.4549,4,2,0
2285,10000,580,0.202,3,0,0
110901,41327,664,0.122,9,0,0
6819,10000,611,0.2242,3,0,0
18283,96036,682,0.1019,4,0,0
111841,50173,724,0.2591,4,0,0
2812,18500,594,0.1477,2,0,0
1924,14938,590,0.4192,4,0,0
10366,17333,554,0.1658,4,0,1
801,10000,540,0.1435,1,0,0
2037,10000,573,0.622,5,0,0
4827,10000,545,0.6387,2,0,0
3343,10000,630,0.4304,2,0,0
1694,10000,595,0.1138,5,0,0
1904,10000,583,0.1796,7,0,0
1108,10000,544,0.1995,9,0,0
5330,10000,598,0.205,3,0,0
2555,10000,589,0.162,2,0,1
3000000,29820,632,0.5921,3,0,1
33777,14233,604,0.1307,2,0,1
4090,25576,591,0.3755,10,0,0
4269,10000,513,0.2309,6,0,0
1225,10000,529,0.2201,4,0,0
5855,20482,668,0.0384,7,0,0
10497,39200,751,0.0953,8,0,0
5921,17456,551,0.4177,15,0,0
4221,14645,576,0.2663,6,1,0
16289,14389,684,0.3358,4,0,0
4900,10000,559,0.1464,7,0,0
674975,48551,716,0.3063,5,0,1
1382,10000,592,0.4155,9,0,0
4513,66292,685,0.2148,2,0,0
10684,31845,715,0.3848,1,0,0
4487,34825,620,0.4888,1,0,0
7947,11688,687,0.1841,1,0,0
11077,26004,615,0.2402,7,0,0
21173,10000,616,0.5861,2,0,0
6322,10000,647,0.5669,1,0,0
3782,10000,667,0.1057,2,0,0
3780,10000,573,0.3601,6,0,0
2919,10000,589,0.1646,2,0,0
480,10000,627,0.3674,2,0,0
6014,10000,589,0.2038,4,0,0
29309,18878,634,0.0964,3,0,0
6217,10000,564,0.1823,10,0,0
1734,10000,555,0.3585,5,0,0
14165,10000,661,0.1739,7,0,0
20424,35042,644,0.4235,2,0,0
1587,12291,650,0.5033,4,1,0
22604,10000,581,0.1321,3,0,1
689,11649,601,0.2592,4,1,0
769,10000,561,0.2965,2,1,1
29345,10332,525,0.6171,7,0,1
23834,31944,637,0.3138,4,1,0
18465,17203,689,0.1256,6,0,0
6531,10000,618,0.1557,3,1,0
2646,10000,631,0.3781,5,0,0
15907,10000,584,0.3044,4,0,0
2906,10000,638,0.0978,4,0,0
30248,22545,681,0.2446,1,0,0
7723,19917,602,0.2625,1,0,0
1067,10000,592,0.3323,5,0,0
3326,17469,642,0.3076,6,0,0
13908,122620,605,0.2287,4,0,0
5426,10000,611,0.4263,4,0,0
10780,56229,732,0.2504,13,0,0
1828,10000,649,0.1191,4,1,0
39454,26554,583,0.1637,5,0,0
18963,10000,732,0.2083,5,0,1
2466,13315,650,0.388,7,0,0
6639,10000,695,0.542,5,0,0
62681,71553,592,0.1648,2,0,0
14869,10000,670,0.1342,4,0,0
12614,166551,661,0.6016,7,1,0
1006,10000,546,0.6297,15,0,0
6146,14958,579,0.3878,5,0,1
5978,11541,604,0.2561,5,0,0
3312,10000,554,0.17,3,0,0
5322,25588,586,0.8269,7,0,1
211008,56533,680,0.1302,4,0,1
17413,10000,581,0.2824,5,0,1
6087,35507,589,0.2444,1,0,0
5788,10000,630,0.4555,2,0,1
2634,10000,620,0.3085,4,2,0
1889,11548,615,0.5378,3,0,0
6561,18973,604,0.4722,6,1,0
2699,22317,637,0.471,2,0,1
4127,11081,566,0.2323,18,0,0
87707,124048,667,0.2447,5,0,0
6840,14246,622,0.0401,14,0,0
12774,33803,603,0.2921,4,0,0
3565,10000,615,0.1871,2,0,0
8085,12386,654,0.2455,3,0,0
2699,23653,569,0.1171,6,2,0
8213,18771,634,0.2571,5,0,0
265799,10000,630,0.3353,4,0,1
13185,23230,645,0.3107,7,0,0
30732,94064,720,0.3249,2,0,0
4340,10000,672,0.4849,3,0,0
7946,10000,669,0.1407,4,0,0
57827,13064,590,0.0802,4,0,1
6074,10000,616,0.2395,4,0,0
1594,14671,602,0.2612,3,0,0
18632,23132,663,0.5405,5,0,0
8325,24377,662,0.5362,5,0,0
23511,10000,598,0.5107,3,0,1
35086,43677,646,0.2823,5,0,0
6065,69357,616,0.2577,5,0,0
24265,10000,649,0.3654,7,0,0
6375,13222,679,0.2864,8,0,0
1248,14125,638,0.351,2,0,0
1020,12784,618,0.3086,4,0,0
1415,10000,660,0.7814,3,0,0
3858,10000,530,0.0678,4,0,0
58478,43644,620,0.3604,1,0,0
776706,132325,664,0.315,2,0,1
3424,10000,525,0.3123,5,0,0
4141,18977,611,0.2689,7,0,0
5926,10000,616,0.7137,11,0,0
3066,11193,518,0.302,4,0,0
6031,10000,534,0.4818,4,0,0
9856,10000,600,0.3932,10,0,1
14898,10000,653,0.3345,4,0,1
11303,10000,491,0.5631,1,0,0
998,20443,662,0.4631,2,0,0
6203,10523,551,0.1164,6,0,0
9605,10000,612,0.3637,6,0,0
2751,10000,624,0.4364,13,0,0
8878,10000,655,0.4269,4,0,0
46568,16764,583,0.212,4,0,0
2169,10000,545,0.0301,1,0,0
6680,18959,526,0.4382,5,0,0
8924,10224,539,0.2714,6,0,0
698,10000,578,0.3863,7,0,0
2963,10000,579,0.4271,14,0,0
12540,45406,666,0.2321,1,0,0
913,10000,597,0.3827,6,0,0
744,10000,580,0.013,7,0,0
12218,30215,683,0.1967,1,0,0
4236,10000,671,0.6017,5,0,0
3502,18625,705,0.1727,6,0,0
1636,32215,630,0.178,6,0,0
5042,10000,564,0.3398,6,0,0
3612,21078,675,0.45,3,0,0
553,10000,675,0.1442,4,0,0
12897,29612,678,0.263,11,0,1
95446,23899,630,0.1229,3,0,1
16879,19076,646,0.5971,4,0,0
2983,10000,627,0.4955,2,0,0
1154,10000,619,0.127,2,0,0
14583,10000,611,0.0592,2,0,0
59081,167176,772,0.4841,16,0,0
1889,10000,648,0.3328,8,2,0
4020,10000,685,0.129,2,0,0
30701,30341,602,0.2185,5,0,0
2202,10000,687,0.1117,4,0,0
1105,11050,635,0.4221,3,0,0
30416,54414,686,0.6175,3,0,0
2679,10000,688,0.1682,4,1,0
2553,18878,660,0.4224,8,0,0
2250,10000,598,0.1322,4,0,0
20445,15441,651,0.8438,2,0,1
3276,10000,576,0.4998,6,0,0
106883,101115,761,0.3433,0,0,0
8205,10000,613,0.6631,3,0,0
1504,10000,597,0.2691,6,0,0
3164,10000,639,0.3398,8,1,0
2678,13110,683,0.6304,5,0,0
3111,10000,527,0.2497,2,0,0
2972,13513,631,0.1995,3,0,0
4989,31741,575,0.1024,1,0,0
1939,10000,603,0.2038,0,0,1
32974,91502,679,0.151,6,0,0
853745,76236,724,0.2986,9,0,1
8175,21521,660,0.3719,8,1,0
13686,10886,570,0.449,7,0,0
243,10000,617,0.4029,2,0,0
1960,10000,610,0.0309,6,0,0
2133,10000,651,0.5074,7,0,0
17135,13082,600,0.0616,3,0,0
1790,12835,664,0.1643,4,1,0
6444,46735,620,0.2558,7,0,0
302,10000,653,0.2539,5,0,0
2489,10000,622,0.3393,3,0,0
40096,31024,624,0.6556,5,0,0
5827,12477,626,0.2507,4,0,0
1839,11362,556,0.0354,5,0,0
5917,35171,621,0.2941,5,0,0
34895,104222,689,0.4185,3,0,0
6961,19904,584,0.4336,1,0,0
58398,17753,655,0.2963,3,0,1
1286,10000,702,0.3442,6,0,0
678,23208,699,0.2532,2,0,0
26881,24829,503,0.3564,0,0,1
20719,44181,622,0.0854,5,0,0
2854,14151,605,0.3287,8,0,0
1461,23803,619,0.4687,3,0,0
9087,15810,721,0.4046,4,0,0
1867,15808,644,0.1692,1,0,0
1508,10000,607,0.1049,5,0,0
3944,10000,685,0.3111,2,0,0
3844,18648,678,0.4568,9,0,0
54468,176624,722,0.3096,3,1,0
3612,10000,617,0.2705,3,0,0
15472,32637,709,0.3949,5,0,0
658,16583,636,0.1287,5,0,0
704,18364,536,0.3159,3,0,0
4200,10538,534,0.1804,5,0,1
47492,98787,641,0.2402,5,0,0
15457,64313,602,0.387,2,0,0
4733,15377,542,0.3654,12,1,0
696,10000,681,0.4978,3,0,0
20239,10000,521,0.1604,4,0,0
641,14021,576,0.3149,4,0,0
15072,38425,558,0.3571,4,0,0
8366,35493,679,0.2192,13,1,0
6228,11171,673,0.0479,5,0,0
1472,10000,602,0.1687,6,0,0
9368,10000,528,0.2235,5,0,0
1604,10000,573,0.5812,4,0,0
3213,10000,654,0.2288,5,0,0
18155,10000,569,0.1509,2,0,0
672,14994,560,0.1718,12,0,0
3760,12328,616,0.5036,3,0,0
3554,10000,629,0.0781,13,0,0
3751,17679,712,0.1992,3,0,0
6864,10000,701,0.372,5,0,0
779,10000,595,0.216,2,0,0
7043,13401,671,0.2018,2,0,0
5568,10000,544,0.3354,3,0,0
4524,10000,625,0.3349,4,0,0
1717,24558,527,0.2755,3,0,0
18961,18935,575,0.111,5,0,0
2835,10000,628,0.4235,2,0,0
1418,10000,625,0.5341,7,0,0
19160,10000,591,0.6161,5,0,1
916,10000,686,0.6419,11,0,0
7664,26933,687,0.2517,7,0,0
5701,10000,603,0.3813,2,0,1
9725,32313,591,0.1352,8,0,0
37144,20296,650,0.1908,4,0,0
3555,10000,645,0.5812,5,0,0
7103,33401,652,0.3839,10,2,0
3232,10000,602,0.555,3,0,0
1267,18908,541,0.3776,2,0,0
2940,10000,660,0.1503,7,0,0
13439,10000,596,0.6411,3,0,1
1448,10000,608,0.2853,6,0,0
1125,10000,623,0.2568,7,0,0
18509,10000,628,0.4273,5,0,0
26420,23400,647,0.2,11,0,0
15396,10000,636,0.2375,1,0,0
3293,10000,569,0.3674,4,0,0
2037,10000,501,0.4193,14,0,0
3163,10000,535,0.1169,1,0,0
5756,11956,584,0.4503,1,0,1
5587,10000,615,0.4887,2,1,0
27231,110604,690,0.4093,6,0,0
11096,10000,657,0.2289,3,0,0
2713,10000,610,0.3854,8,0,0
4418,10000,634,0.3683,5,0,0
3026,12329,586,0.3788,6,0,0
83355,47529,591,0.3414,7,0,0
7935,40356,657,0.1292,5,0,0
5583,10000,635,0.5764,12,0,0
17090,16099,668,0.322,4,0,0
1715,10000,619,0.4938,3,0,0
6231,22583,572,0.2089,8,0,0
1271,10000,591,0.0964,4,0,0
15202,15866,575,0.336,7,0,0
7684,10000,556,0.3062,3,0,1
479,10000,655,0.118,3,0,0
9029,10000,594,0.224,5,0,0
15152,49386,665,0.3169,4,0,0
2852,10000,620,0.2265,5,0,0
29916,10000,559,0.4679,1,0,0
155512,56376,714,0.2432,6,0,0
10987,45257,626,0.3028,4,0,0
14624,25255,583,0.3264,3,0,0
4320,17636,592,0.3528,11,0,0
62964,19327,686,0.1587,11,0,1
2198,22171,679,0.2149,11,0,0
1880,12230,554,0.154,5,0,0
5053,10000,629,0.3731,14,0,0
2887,10000,633,0.3738,5,0,0
11051,11233,610,0.2987,5,0,0
7110,10000,602,0.4183,13,0,0
6932,10000,649,0.4365,0,0,0
1878,15235,573,0.1859,6,0,0
149102,11857,576,0.1165,3,0,1
1603,10000,560,0.2694,2,0,0
3665,10000,625,0.4675,3,0,0
5769,19603,549,0.3447,5,0,0
4824,10000,636,0.1137,11,1,0
25133,37303,582,0.5433,6,0,0
15300,10206,624,0.4743,5,0,0
11387,22841,597,0.3866,4,0,0
15115,28461,616,0.2865,1,0,0
18001,19928,675,0.2711,5,0,0
1592,38314,661,0.0644,4,0,0
2992,10000,595,0.2141,2,0,0
2764,21592,619,0.6683,4,0,0
11946,13001,523,0.0764,3,0,0
4547,10000,576,0.3363,1,0,0
1654,10000,632,0.3103,3,0,0
3860,10000,593,0.3148,2,0,0
5292,10000,531,0.1919,4,0,0
16828,12935,560,0.3707,1,0,0
7903,10000,625,0.3364,4,0,0
2570,11745,650,0.3537,6,0,0
22577,10000,616,0.0643,3,0,1
5280,47775,606,0.2943,2,0,0
1697,10000,496,0.4529,4,0,1
3370,10000,583,0.315,3,0,1
26206,12630,678,0.3641,3,0,0
925,11970,635,0.4393,9,0,0
2692,20201,759,0.2173,4,0,0
5800,11630,712,0.2687,3,0,0
3462,10000,670,0.475,3,0,0
11519,18374,626,0.1707,2,0,0
17060,10000,525,0.457,4,0,0
11953,11136,537,0.2879,0,0,0
17697,26251,586,0.0693,1,0,0
1346,10000,596,0.232,5,0,0
6628,15109,583,0.0923,11,0,0
35384,33185,620,0.3111,6,0,0
17775,41499,638,0.2454,3,0,0
509,10000,576,0.6979,2,0,0
19003,63696,553,0.3981,5,0,1
47948,24002,534,0.5424,2,0,1
14118,25465,739,0.1899,6,0,0
3088,20938,680,0.1838,3,2,0
1605,10041,577,0.3352,5,0,0
6178,29018,621,0.2728,7,0,0
562,10000,565,0.4194,7,0,0
6972,53158,643,0.6088,1,0,0
5649,21337,516,0.2238,4,0,0
18208,24388,663,0.3019,2,0,0
5331,16365,587,0.0593,4,0,0
1882,21270,663,0.2953,6,0,0
4429,51205,599,0.3478,5,0,0
33698,24434,527,0.1066,2,0,1
2878,21070,584,0.2407,4,1,0
2014,10000,625,0.3632,5,0,0
6124,10000,624,0.4581,10,0,0
2834,10000,537,0.0807,4,0,0
11982,93644,740,0.5592,6,0,0
1144,10000,591,0.1035,4,1,0
1386,11924,697,0.2731,7,1,0
4625,15679,578,0.4678,4,0,0
87507,35978,648,0.3294,6,0,1
2205,10000,578,0.07,7,0,0
6619,11484,605,0.3321,1,0,0
105127,104197,700,0.3832,3,0,0
2732,10000,639,0.2331,3,0,0
5110,14913,579,0.4573,3,0,0
2129,15468,596,0.4118,1,0,0
26872,10000,620,0.5172,2,0,0
1633,10000,652,0.4013,6,0,0
1420707,177442,651,0.3753,4,0,1
1957,16786,608,0.4941,4,0,0
4371,13212,615,0.4946,4,0,0
8908,13275,678,0.352,1,2,1
6888,22350,653,0.6246,3,0,0
4474,10000,553,0.2324,4,0,0
1563,10000,586,0.2502,5,0,0
4393,10000,657,0.3094,4,0,0
61250,236169,628,0.0845,3,0,0
22260,35372,649,0.2858,8,0,0
12923,65486,653,0.3119,5,0,0
38244,23518,634,0.2699,11,0,0
20541,50891,638,0.3475,3,0,0
4317,26937,530,0.6277,7,0,0
3543,10000,531,0.2855,2,0,0
53765,77644,658,0.1171,7,0,0
17195,10000,552,0.1088,5,0,1
7415,14082,696,0.2958,6,0,0
15557,103660,669,0.1746,0,0,0
56594,409790,697,0.4757,3,0,0
9639,36734,715,0.2598,2,0,0
6822,47158,635,0.1875,6,0,0
1241,10000,554,0.2584,4,0,0
516582,167228,714,0.5054,2,0,1
4357,32313,658,0.1525,4,1,0
20524,10000,638,0.2861,2,0,0
10994,10000,504,0.3245,5,0,0
4430,10000,628,0.2152,8,0,0
5787,10000,595,0.2513,2,0,0
87831,211052,726,0.219,2,0,0
44976,10000,676,0.2223,3,0,1
1057,10000,636,0.0923,2,0,0
3982,13211,553,0.497,6,1,0
6384,10000,573,0.4886,9,0,0
71448,36762,713,0.1966,8,0,0
1113,10000,622,0.3976,5,0,0
80289,78428,634,0.2263,7,0,0
3362,10000,535,0.2095,5,0,0
1000,10000,596,0.3954,1,0,1
2445,11564,584,0.3534,2,0,0
3165,10000,580,0.5102,2,0,0
3128,10000,512,0.4333,4,0,0
4073,10000,636,0.3961,5,0,0
20576,21227,690,0.4324,1,0,0
1611,10000,612,0.3259,6,0,0
8423,24079,577,0.0551,7,0,0
452,12524,604,0.2677,5,0,0
22261,60676,708,0.1202,1,0,0
14216,33152,642,0.6088,3,0,0
2563,10000,627,0.1397,8,0,0
10450,22772,699,0.5982,6,0,0
8128,10000,500,0.7927,2,0,0
2638,10000,743,0.2231,6,0,0
7446,28405,701,0.6761,3,0,0
15617,10000,646,0.1904,3,0,1
511524,189915,659,0.3944,2,0,1
6868,28794,561,0.1557,5,0,0
5445,29186,690,0.0796,3,0,0
2049,10000,622,0.1825,6,0,0
10865,20330,654,0.122,2,0,0
139755,10000,583,0.3815,3,0,1
6190,10000,537,0.4181,3,0,1
749,10038,584,0.3591,11,0,0
2530,10000,613,0.3289,7,0,0
11553,20392,561,0.5511,3,0,0
68419,68362,637,0.2886,2,0,0
14804,29554,623,0.0106,3,0,0
16487,55531,691,0.5264,2,0,0
641,10000,699,0.552,3,0,0
5426,10000,522,0.2279,5,0,0
3858,10000,552,0.3577,5,0,0
8852,25570,550,0.5156,7,0,0
7765,21255,573,0.2261,3,0,0
1535,10000,559,0.5923,2,0,0
6982,35362,695,0.1864,3,0,0
3200,11833,522,0.3228,1,0,0
6139,35977,605,0.3132,6,0,0
8604,10000,598,0.4719,2,0,0
1941,23316,634,0.1889,1,0,0
2038,10000,556,0.447,3,0,0
1880,17020,595,0.5709,2,0,0
2407,12470,616,0.0105,3,0,0
2572,10289,603,0.2628,4,0,0
1296,10000,533,0.0551,4,0,0
7599,10000,636,0.5633,1,0,0
9572,40688,674,0.184,19,0,0
3811,36406,588,0.5013,4,0,0
537,10000,586,0.2865,4,0,0
6437,10000,657,0.1758,11,0,0
13021,29920,562,0.4644,13,0,0
4353,10000,507,0.4443,7,0,1
20471,66398,674,0.1917,5,0,0
17527,18068,662,0.1127,3,0,0
8411,28314,607,0.447,3,0,0
3486,10000,608,0.4221,6,0,0
4549,21904,676,0.5509,1,0,0
2014,10000,556,0.488,5,0,1
5180,10000,506,0.3243,3,0,0
64732,81351,661,0.8091,5,0,0
3802,11155,621,0.4043,1,0,0
4321,10000,671,0.1006,2,0,0
1803,19713,642,0.1582,9,0,0
8007,10000,614,0.2847,6,0,0
4096,10000,595,0.0486,3,0,0
1497,10000,586,0.1459,4,0,0
11021,20158,696,0.2776,8,0,0
11086,85099,661,0.205,6,0,0
33561,12614,507,0.4559,4,0,0
4281,10000,586,0.1785,4,0,0
2509,10000,646,0.1693,1,1,1
92372,12751,541,0.4606,6,0,1
31261,27324,582,0.3005,3,0,0
1314,10000,555,0.1946,2,0,0
5955,10000,617,0.3893,9,0,0
5234,21417,533,0.4235,2,0,0
1719,12521,602,0.4587,18,0,0
30997,48806,678,0.3799,4,0,0
13118,28032,703,0.2803,7,0,0
959,10000,567,0.5683,5,0,0
2807,10000,590,0.1942,5,0,0
5808,23344,546,0.2589,4,0,0
29321,114685,665,0.1356,2,0,0
2638,21354,635,0.2517,4,0,0
2801,10564,561,0.308,5,0,0
48458,14727,628,0.3127,3,0,1
465607,28335,618,0.3418,2,0,1
12019,26637,671,0.2553,3,0,0
8301,12455,585,0.5171,6,0,0
13771,32227,669,0.1715,14,0,0
2710,11810,564,0.0915,2,0,0
3416,10000,550,0.2334,5,0,0
8486,11819,612,0.2417,6,0,0
21143,164247,700,0.0708,5,0,0
687,10000,574,0.3523,3,0,0
3514,10500,622,0.2333,0,0,0
1789,10000,507,0.3476,4,0,0
14636,21203,578,0.1423,3,0,0
14283,10000,476,0.3888,3,0,1
5266,10000,546,0.5296,3,0,0
10232,19298,599,0.1852,6,0,0
24603,16557,500,0.2396,6,0,0
6210,15369,587,0.6603,4,0,0
3821,18850,581,0.2686,1,0,0
9854,14411,613,0.3402,4,0,0
23362,15340,608,0.3728,2,0,0
175,10000,574,0.145,7,0,0
5043,38087,649,0.0974,6,0,0
76489,33339,653,0.5408,5,1,0
2739,10000,573,0.2019,6,0,0
13301,15666,573,0.1503,4,0,0
12616,50486,550,0.4684,7,0,0
3300,10801,638,0.2109,5,0,0
1248,14090,594,0.3172,3,0,0
9999,26156,639,0.6053,5,0,0
11026,25021,666,0.1679,6,0,0
54033,10000,600,0.6526,3,0,1
2807,21950,647,0.2968,1,0,0
11253,23120,554,0.1959,3,0,0
4573,10000,678,0.6279,3,0,1
1540,10000,557,0.4942,3,0,0
47078,52463,699,0.3589,4,0,0
7252,13674,632,0.572,0,0,0
1364,19584,625,0.1529,5,1,1
1886,10000,609,0.2118,4,0,0
3731,18551,686,0.2083,2,0,0
35208,10000,698,0.3059,4,0,1
6907,10000,572,0.0681,3,0,0
6708,10000,620,0.5605,3,0,0
7420,10000,578,0.4444,2,0,0
3075,10000,508,0.3583,4,0,0
6713,10000,616,0.156,1,0,0
890,11144,630,0.2166,2,0,0
45624,27288,628,0.2983,1,0,0
13482,72255,679,0.3612,0,0,0
7751,16488,627,0.2221,4,0,0
7580,10000,636,0.4152,5,0,0
11456,10000,644,0.4065,3,0,1
27253,76605,677,0.1268,3,0,0
3800,10000,593,0.0722,4,0,0
27812,66028,656,0.4201,11,0,0
259,17264,615,0.4415,2,0,0
2056,20837,566,0.2269,7,0,0
4195,10000,540,0.1794,8,0,0
91866,119803,691,0.4184,6,0,0
3300,12541,516,0.4823,6,0,0
986,11200,566,0.2113,4,0,0
14069,25931,697,0.0588,6,0,0
63929,10000,568,0.1659,3,0,1
11207,10000,530,0.0894,3,0,0
88529,42795,596,0.4894,7,0,1
4842,49943,585,0.3886,18,1,1
3989,13022,661,0.166,2,0,0
23419,10000,625,0.2615,3,0,0
7585,10033,617,0.0814,4,0,0
1388,10000,492,0.3425,6,0,0
44908,59576,678,0.3111,6,0,0
859,10000,602,0.5896,2,0,0
15933,29559,664,0.2711,3,0,0
